ID,TARGET
2,0.0261552777186
5,0.0301309882477
6,0.0227317451734
7,0.0636148459528
9,0.0234474396065
11,0.0767289993502
12,0.0105586569138
15,0.0753682339994
16,0.0342140902579
17,0.0319314647239
19,0.0243972901101
21,0.0249305406395
22,0.0290588176593
24,0.0239118225557
27,0.0120211220383
28,0.0320126646439
30,0.0308065414483
33,0.0232998215037
35,0.0265011349537
37,0.0394329673292
38,0.024454255816
40,0.080875185333
41,0.0657633448004
44,0.0160236195818
46,0.0640587060398
47,0.0274855500135
48,0.0233508039055
50,0.0260206121955
52,0.0830891633762
53,0.0626973371335
55,0.0649627619716
57,0.0244374266084
58,0.0273282601705
59,0.0638170393582
62,0.0256523520485
63,0.0262057641868
64,0.026943101748
65,0.0277557550754
67,0.026450280209
69,0.0317299630276
70,0.0233911125571
71,0.127235836809
72,0.0267488776527
73,0.0214261920557
76,0.0203006624581
78,0.0295239176982
79,0.0281312626498
81,0.0230440477673
85,0.0266313093327
86,0.0232998511756
89,0.0274734963799
94,0.0662821322372
96,0.0234882553327
97,0.0293942012185
98,0.0258575384862
99,0.0638934796741
100,0.0924668873313
103,0.070848085046
104,0.0257948020083
108,0.0283482158419
110,0.0289914908357
112,0.0310062291552
114,0.0638128182526
116,0.0322043949965
117,0.024896388477
119,0.0505276608962
120,0.0125683162959
121,0.0281066087509
123,0.0296158924002
124,0.0244103161453
126,0.0262047435403
128,0.0262988048091
129,0.0325533476129
133,0.0297307499561
138,0.0241263671329
147,0.0642326997744
149,0.0550527218571
158,0.0233507864594
160,0.0236232840272
164,0.0287250425216
167,0.0363049341784
168,0.0547485236644
174,0.025612832208
181,0.0428304825505
185,0.0308197832028
187,0.0340665722478
189,0.0296850892089
190,0.0278714930351
194,0.0309943383871
197,0.183213277741
198,0.0646637454197
201,0.0445439984967
205,0.0116793522313
208,0.0273214706708
211,0.0267579026279
216,0.0664535557003
219,0.0854235724798
223,0.0244984179429
224,0.0714521546402
226,0.0640935662689
229,0.0241144484445
230,0.031878109078
237,0.0297034580774
238,0.0714043392756
240,0.0413399493743
243,0.0258440373699
245,0.0870203900585
246,0.0895641602487
247,0.0294662378447
248,0.0304982279926
249,0.0232998235916
250,0.0788173095365
251,0.0262355379612
255,0.0421927557589
256,0.0281770261623
257,0.0306693169689
260,0.0934907816087
261,0.025478162065
263,0.0773851010521
264,0.0708562452259
267,0.0104013179059
268,0.0276342905642
272,0.0250601543425
274,0.0264014744185
275,0.0269442371727
277,0.0723670318922
278,0.0731708917302
280,0.0104760676538
281,0.0311499843549
282,0.0445499895956
283,0.0237955116878
284,0.0404781035012
286,0.0701495641866
290,0.0183634674603
291,0.0247437962909
293,0.0652905714259
295,0.0742129579421
297,0.0257690006286
298,0.0669582307132
300,0.0164831569735
304,0.0147179354235
305,0.0181645898299
308,0.0236783952086
309,0.0235078721251
310,0.0282550033815
312,0.0246349793476
313,0.0696538108807
315,0.0180192641036
317,0.0306356395399
318,0.0714451504665
321,0.026036067822
323,0.0671391891043
325,0.0251309905789
326,0.0638791720833
327,0.0274645364001
328,0.068200150328
329,0.0297221478533
330,0.0321501196206
331,0.0295024157413
334,0.0791017753184
335,0.026208549521
336,0.0339355610418
337,0.00978784593153
338,0.064448318102
339,0.0640491940129
341,0.0810888770041
343,0.0169235871003
346,0.0218558583593
348,0.0258948066571
350,0.0416785168756
351,0.0212563495098
352,0.0636800011026
357,0.0322217485526
358,0.0262057332549
360,0.0232352516167
361,0.0636939267666
364,0.0267660753476
365,0.0329375159957
366,0.0259088383024
367,0.027406934022
368,0.029832660933
370,0.0256583097142
372,0.011129513859
376,0.0236666579419
377,0.030817995076
379,0.0203988956664
380,0.0635716373461
381,0.0675858520424
385,0.0291691125418
386,0.0272491453979
389,0.0331128725545
391,0.029954739625
392,0.028923560558
393,0.0231111205077
395,0.0283806786324
396,0.0255679336363
397,0.0238667975919
398,0.0235269367534
399,0.0322978970286
400,0.0225909149013
401,0.0120153906773
403,0.00999082040154
405,0.0281556066798
406,0.0238351432972
409,0.0625685716275
411,0.0350555931503
413,0.027311847928
418,0.00873357236654
419,0.0647628707621
422,0.0636800011026
424,0.0914841282666
425,0.0618672125543
427,0.0234882553327
430,0.023290663291
431,0.064028051652
434,0.0647854708614
435,0.0270359042667
437,0.0663113186895
438,0.00697024068852
439,0.0835095128685
442,0.0262057671547
446,0.0264711059875
450,0.0598632374299
451,0.0603407586824
452,0.0245968470545
454,0.0234811579116
455,0.00818583378407
463,0.063724581082
464,0.0265627191423
465,0.0235805216247
467,0.0773108936012
468,0.0322719790786
470,0.029874142845
472,0.0378509770636
473,0.0643799021036
475,0.0259533279395
476,0.0249992857697
479,0.0641565415321
481,0.0206204350321
483,0.0252703243909
484,0.055516081724
486,0.0252912913785
487,0.0234826535424
491,0.0267100316578
494,0.0237295399449
495,0.022580331035
497,0.0361829254413
498,0.0323159381388
499,0.0237379949355
503,0.064291065373
504,0.0552103013322
505,0.0254410443971
506,0.0123236228573
507,0.0178823594461
508,0.0855765464026
509,0.065133235945
510,0.0282375387541
511,0.0436850421128
512,0.035605731425
516,0.0247723636901
518,0.0248729958831
519,0.0308639505191
520,0.00970941349433
521,0.0259997017594
522,0.00774039933363
524,0.0798946390625
525,0.0173370714562
526,0.025689407096
528,0.0641462066856
529,0.0308480960658
531,0.0303069855785
532,0.0829764539133
534,0.032256076461
536,0.0279228686093
539,0.0292711533696
540,0.0277728187912
541,0.0232997891852
542,0.066098044554
545,0.024619643002
546,0.0258559385184
552,0.0220402491261
556,0.0260931059121
557,0.0259307386075
559,0.0264141648098
562,0.0125020454127
563,0.0111679041515
565,0.0412416648056
569,0.026318632451
570,0.0362867485878
574,0.0321946155955
575,0.025514969408
585,0.0240351283002
589,0.0228554165315
590,0.0496653566031
592,0.0651372874851
593,0.0251083342078
594,0.0177705374759
595,0.0645362921809
597,0.0127165187789
601,0.0219781044016
603,0.023968280371
604,0.0255335770977
605,0.0243071152773
607,0.0232998479702
608,0.0237545677985
610,0.0646927258694
612,0.148683667396
613,0.0273943609509
615,0.0236685211766
616,0.0915116743608
617,0.0269942387503
619,0.0246282718987
620,0.0808585818905
621,0.0253841603071
624,0.0289165820388
625,0.00621801468315
628,0.0261687209571
629,0.105012126718
630,0.0269460790395
632,0.0643505353298
634,0.025728567178
637,0.0699992019915
