ID,TARGET
2,0.0366431279699
5,0.0449800918977
6,0.000574675324675
7,0.0095976915524
9,0.000136453263142
11,0.205753536398
12,0.0651011130568
15,0.147943959162
16,0.0375845982153
17,0.01210543515
19,0.0160679938014
21,0.000397883922895
22,0.0151736266829
24,0.0278512285873
27,0.00558894863307
28,0.0511644704367
30,0.116115913596
33,0.000395988434182
35,0.0296477836295
37,0.0208142292892
38,0.00325592920192
40,0.192686356686
41,0.0409613046953
44,0.00379724164724
46,0.0719378396085
47,0.00445473970474
48,0.000276911661386
50,0.0158015771792
52,0.169887426983
53,0.00902085044877
55,0.0270877372172
57,0.000230106401535
58,0.0105008362552
59,0.0137098495825
62,0.017227197335
63,0.00280994145347
64,0.00807722846392
65,0.00254487427893
67,0.0153261848251
69,0.0529104808112
70,0.000259352848084
71,0.113258407783
72,0.00437922077922
73,0.000447643097643
76,0.000277777777778
78,0.00152922632923
79,0.0521051090522
81,0.00763610648611
85,0.00280135239302
86,0.000262686222699
89,0.0429257864371
94,0.109075048596
96,0.000283923373122
97,0.0238010578202
98,0.000222278534871
99,0.015720748979
100,0.161974941897
103,0.0861265178978
104,0.00418125081144
108,0.00894874069286
110,0.000246736732378
112,0.0106025506447
114,0.0558501569441
116,0.0182775279187
117,0.0480398512257
119,0.00476278835771
120,0.00154405779406
121,4.10526158873e-05
123,0.0179120595091
124,0.0285608423001
126,1.35807340052e-05
128,0.00361847177487
129,0.122975756196
133,0.048426918102
138,0.0163785074819
147,0.0254286663206
149,0.0503085945344
158,0.000281566592432
160,0.00298612765025
164,0.0466568182126
167,0.0588813484704
168,0.0480027710127
174,0.00678890294432
181,0.0284754942226
185,0.0274757136768
187,0.0109444693698
189,0.019229371036
190,0.0390805602103
194,0.00510229389347
197,0.128639053648
198,0.0188513287203
201,0.0651403092235
205,0.00127734487734
208,0.123168751038
211,0.00355175661
216,0.0238181545263
219,0.0741770688891
223,0.00165790742339
224,0.0891938464811
226,0.0152986535418
229,0.00304923443132
230,0.016324745135
237,0.0127308545428
238,0.0205862929662
240,0.0538087077451
243,0.000420459875115
245,0.107426457316
246,0.284213433201
247,0.00697653264495
248,0.0121444906945
249,0.00150989471287
250,0.29595312419
251,1.253416153e-05
255,0.13118886622
256,0.0203743755156
257,0.11412620251
260,0.115461510458
261,0.0044522005772
263,0.211554985187
264,0.202777746399
267,0.00510682862889
268,0.00756169386169
272,0.0061082465039
274,0.00607543801228
275,0.00183895905678
277,0.370997642251
278,0.286213958216
280,0.0027672993673
281,0.0484237465693
282,0.103828411903
283,0.00400343535433
284,0.103440519076
286,0.0188552186774
290,0.0270228738582
291,0.0192193600829
293,0.0367818528761
295,0.0613361332567
297,3.40630432387e-06
298,0.105402075439
300,0.000305555555556
304,0.0033427970178
305,0.0036781512605
308,0.00696369537323
309,0.00469559678373
310,0.0104732064232
312,0.0241736705598
313,0.165687228089
315,0.00690655760362
317,0.0217213413087
318,0.036284213352
321,0.0101729122729
323,0.0684308549007
325,0.00435396825397
326,0.0139374135895
327,0.00738838409933
328,0.0711721722453
329,0.0250858813319
330,0.015444458823
331,0.00223857068857
334,0.0196494455436
335,0.00454248806749
336,0.0338005081649
337,0.0382896691
338,0.0700327878446
339,0.0152757415086
341,0.292289263455
343,0.0202902531763
346,0.0016808731098
348,0.000503475998267
350,0.2486399861
351,0.00205218855219
352,0.0207608556739
357,0.0467893567664
358,0.00424995090006
360,0.00709458376577
361,0.0138065002475
364,0.0248094489389
365,0.0515147112944
366,0.00556016934293
367,0.0101008970052
368,0.00594693454693
370,0.000673151490126
372,0.0
376,2.55617561336e-06
377,0.00397208816238
379,0.0265121157165
380,0.0108033476179
381,0.0263429881277
385,0.0117186128562
386,0.0308266732983
389,0.036486996851
391,0.060276078153
392,0.00299488487219
393,0.0140252305579
395,0.036684070052
396,0.0124340693704
397,0.00105840825841
398,0.0100600723351
399,0.0920726784989
400,0.00745262885263
401,0.0221563954564
403,0.00230353535354
405,0.0307703064676
406,0.0135399383945
409,0.00903267840576
411,0.00764580909287
413,0.00282354497354
418,0.000517195767196
419,0.00570130644151
422,0.0207608556739
424,0.271850357262
425,0.0518657740331
427,0.000283923373122
430,0.000150590152457
431,0.0155023230004
434,0.0172977941478
435,0.0118407933104
437,0.0807927855803
438,0.00483062520268
439,0.0962454111841
442,0.00282009678245
446,0.00666690781636
450,0.0720863259719
451,0.0125769392199
452,0.0089494808001
454,0.000165231534635
455,0.00208429280271
463,0.0139947923615
464,0.00167074859934
465,0.000650250626604
467,0.136629794752
468,0.0543414297576
470,0.000130952380952
472,0.250215636814
473,0.016034837007
475,0.00310330687831
476,0.00165084442548
479,0.0174483822627
481,0.00407893957894
483,0.0137797863134
484,0.0232433353139
486,0.0418029366911
487,0.000272366344526
491,0.0085502168959
494,0.012563445724
495,0.00247691012691
497,0.0430333331386
498,0.00535287397787
499,0.0094124549477
503,0.0351798551183
504,0.0140039448684
505,0.00272716808384
506,0.0132275266243
507,0.0242317638788
508,0.0759843908127
509,0.0362741798774
510,0.00746056220468
511,0.0063320322434
512,0.0391225695288
516,0.00025462962963
518,0.0375113681309
519,0.00141801346801
520,0.00509426221926
521,0.000483001293149
522,0.00760288415288
524,0.0539329740043
525,0.00386626014004
526,0.00300315956664
528,0.0158381570463
529,0.030458610812
531,0.0937976855382
532,0.287973944008
534,0.132716562401
536,0.0654414934466
539,0.122565998754
540,0.0223122127872
541,0.000493502060104
542,0.0721414520604
545,0.000133333333333
546,0.00125494186405
552,0.0466094203231
556,0.000283829584747
557,0.000339212219456
559,0.00421996826703
562,0.0166985490659
563,0.00752647312554
565,0.0276202303143
569,1.21332186773e-06
570,0.116753522157
574,0.01645997521
575,0.00864411654807
585,0.00166601488407
589,0.0166408546505
590,0.0225329379337
592,0.00736279870063
593,0.0195097283407
594,0.0109489713264
595,0.00669733051918
597,0.00765958763459
601,0.000914520709643
603,0.0111623043411
604,2.58629612379e-06
605,0.0228015802425
607,0.000692958697025
608,0.0164315724036
610,0.0202710191786
612,0.124623470756
613,0.0459555784954
615,0.00509341584342
616,0.370518836933
617,0.0503238203468
619,0.014820240837
620,0.118844946201
621,0.0015102512661
624,0.0402987871777
625,0.0556290743227
628,0.00503793814895
629,0.137393519515
630,0.0334586449269
632,0.016625535289
634,0.000412009462904
637,0.0123541555795
638,0.0144270198596
642,0.0482770434245
643,0.00697343236685
644,0.0791808298732
646,3.04454639737e-05
655,0.00877400772649
660,0.0156127079789
664,0.0296116042817
665,0.0953648265379
666,0.00890107991106
670,0.105552478771
671,0.218704285952
672,0.00508017527135
675,0.00296353536928
676,0.0696366476901
677,0.0373655057676
678,0.00367005587006
680,0.00594957150564
683,0.131369515107
684,0.0102342702663
685,0.0728846200883
691,0.11170021206
693,0.00104808126293
696,7.40740740741e-05
698,0.000333333333333
699,0.0223987608527
700,0.0142911318787
703,0.00880476467976
704,0.0294871305681
705,0.000933973953909
707,0.180965105692
709,0.0824847055041
711,0.186579784533
713,0.0142434252414
716,0.000185515497844
719,0.000307072440027
721,0.00311339384443
722,0.00329912957413
723,0.0285188008946
724,0.000290849673203
727,6.04592146513e-06
728,0.010797915131
729,0.00052649183964
733,0.0245998213264
736,0.0323342269906
739,0.0362393927285
742,0.243131244471
743,0.00550933695934
744,0.00539776704777
745,0.222541306097
747,0.0300677330696
749,0.0465156393158
750,0.0219863976804
751,0.0225725137749
752,0.00120470732866
755,0.00204958064951
756,1.0101010101e-05
762,0.0253065358954
763,0.0538700515732
764,0.00557279893309
765,0.00928455119185
766,0.0197590066034
769,0.0153647500598
770,0.204653514087
773,0.000882377261263
774,0.0518567932537
776,0.0020896055368
777,0.00480222797227
778,0.00319878689513
779,0.0130462897636
780,0.000255803372491
781,0.0284794685706
786,0.0321906263097
788,0.0010556036556
794,0.0206730816229
796,0.172732132564
801,0.106202163923
802,0.0109582901645
803,0.00331350479586
804,0.00145026810387
805,0.000445306467061
809,0.0100596345732
810,0.078086163347
817,0.0416664080049
819,0.0156051070252
821,0.00482929821384
824,0.216819082607
825,0.0161423385438
826,0.14475467701
830,0.00511486846487
831,0.0809964304758
832,0.00405094782602
833,0.016086957487
837,0.0201976361787
839,2.14409800714e-05
840,0.00563882228882
841,0.0153430891241
842,0.00416735541316
843,0.00185380545381
844,0.102062051677
845,0.0105014079085
848,0.0304947675418
853,0.0257449111199
854,6.28843273927e-05
855,0.000428556275489
856,0.0118447515448
861,0.00389167107402
865,0.0258292878598
866,3.40630432387e-06
867,0.00129894179894
870,0.000856676003735
871,0.0325529354996
872,0.0169679561378
873,0.0151600481228
874,0.0542915138505
875,0.00351226876308
876,0.00550533910534
879,0.0159324083252
880,0.000486730643429
883,0.00951596914895
884,0.00257791629268
886,0.0165446580652
890,0.000253980843019
892,0.0211904633291
893,0.144289208142
894,0.0343537444107
895,0.0159849711478
896,0.0252109567635
897,0.00262862943269
899,0.193614939101
900,0.00323890923891
901,0.000892592592593
902,0.218997962397
905,0.0124983322233
912,0.0459303302906
914,0.232883915351
915,0.0416946008329
917,0.144713681376
918,0.000158051468553
919,0.00469200750151
921,0.000195767195767
922,0.00637933719188
923,0.000753807303807
926,0.000125365807609
929,0.0375605761198
930,0.0109577594519
931,0.0262952058723
937,0.000422084404935
938,0.00403641728642
939,0.0334136205352
941,0.0120472795817
946,0.00657875482706
947,0.115104213093
950,0.00307888806651
951,0.000793138302445
952,0.011936839016
953,0.0275645292199
954,0.000931428328933
955,0.00665247864167
956,0.142585037188
957,0.0231442720875
960,0.0180284628633
963,0.284235339145
966,0.0246248640249
969,0.0741542047709
971,0.00143417508418
972,0.00130241000747
975,0.00882867965368
980,0.00543724793725
982,0.172311051267
983,0.000803416382134
985,0.131048592343
987,0.00289861064861
988,0.0151229762612
991,0.00509444874404
992,3.40630432387e-06
995,0.175056953225
996,0.0091909583589
998,0.000695627115382
1001,0.19573811676
1002,0.00397845160186
1004,0.0145809459623
1005,0.0499271817851
1010,0.000136090099999
1011,9.7257903723e-05
1012,0.000300319635867
1013,0.0276826505194
1014,0.0140167739235
1015,0.0465054147492
1016,0.00886753375562
1022,0.000558877192982
1023,0.0292497882821
1024,0.00191921127845
1025,0.0158153243885
1026,0.141633083762
1028,0.0072901847989
1029,0.0553999917838
1032,0.0778956871565
1034,0.0124378280761
1036,0.0180256483894
1037,0.000242063492063
1039,0.143235041695
1042,0.0104589105471
1045,0.0250636607722
1046,0.0352038987643
1050,0.0025936988937
1052,0.0407745036554
1055,0.0139344812783
